Text1,Text2,Generated Same Causal Variable,Predicted Same Causal Variable,Generated Variable Name,Predicted Variable Name,Data Generation Model,Prediction Model,Domain,Explanation
Extraverted,Conscientious,True,False,Personality Traits,,llama3-8b,lora_70b_en_v0,psychology,
Observational,Reinforcement,True,False,Learning Strategies,,llama3-8b,lora_70b_en_v0,psychology,
Agreeable,Conscientious,True,True,Personality Traits,Personality,llama3-8b,lora_70b_en_v0,psychology,
Semantic,Moderate,False,False,,,llama3-8b,lora_70b_en_v0,psychology,
Low,Self-Aware,False,False,,,llama3-8b,lora_70b_en_v0,psychology,
Selective,Avoidant,False,True,,Attachment style,llama3-8b,lora_70b_en_v0,psychology,
Pragmatic,Exploratory,False,False,,,llama3-8b,lora_70b_en_v0,psychology,
Lowly Supportive,Intuitive,False,False,,,llama3-8b,lora_70b_en_v0,psychology,
Problem-Focused,High,False,False,,,llama3-8b,lora_70b_en_v0,psychology,
Problem-Focused,Episodic,False,False,,,llama3-8b,lora_70b_en_v0,psychology,
Observational,Analytical,False,False,,,llama3-8b,lora_70b_en_v0,psychology,
Highly Supportive,Conscientious,False,False,,,llama3-8b,lora_70b_en_v0,psychology,
Lowly Supportive,Distractible,False,False,,,llama3-8b,lora_70b_en_v0,psychology,
Medium Business Confidence,High Business Confidence,True,True,Business Confidence,Business Confidence,llama3-8b,lora_70b_en_v0,finance,
Medium Interest Rate,High Interest Rate,True,True,Interest Rate,Interest Rate,llama3-8b,lora_70b_en_v0,finance,
Low Unemployment,Medium Unemployment,True,True,Unemployment Rate,Unemployment Rate,llama3-8b,lora_70b_en_v0,finance,
High Business Confidence,Low Business Confidence,True,True,Business Confidence,Business Confidence,llama3-8b,lora_70b_en_v0,finance,
Medium Business Confidence,Low Business Confidence,True,True,Business Confidence,Business Confidence,llama3-8b,lora_70b_en_v0,finance,
Volatile Market,Stable Market,True,True,Market Volatility,Market Volatility,llama3-8b,lora_70b_en_v0,finance,
Moderate Growth,Slow Growth,True,True,Economic Growth,Economic Growth Rate,llama3-8b,lora_70b_en_v0,finance,
High Inflation,Low Inflation,True,True,Inflation Rate,Inflation Rate,llama3-8b,lora_70b_en_v0,finance,
Stable Currency,Strong Currency,True,True,Currency Exchange Rate,Currency Strength,llama3-8b,lora_70b_en_v0,finance,
High Inflation,Moderate Inflation,True,True,Inflation Rate,Inflation Rate,llama3-8b,lora_70b_en_v0,finance,
Medium Unemployment,High Business Confidence,False,False,,,llama3-8b,lora_70b_en_v0,finance,
Stable Currency,High Interest Rate,False,False,,,llama3-8b,lora_70b_en_v0,finance,
High Consumer Confidence,Slow Growth,False,False,,,llama3-8b,lora_70b_en_v0,finance,
Low Interest Rate,Low Inflation,False,True,,Monetary Policy,llama3-8b,lora_70b_en_v0,finance,
Low Government Spending,Moderate Growth,False,False,,,llama3-8b,lora_70b_en_v0,finance,
Medium Tax Rate,Medium Unemployment,False,False,,,llama3-8b,lora_70b_en_v0,finance,
Strong Currency,Low Business Confidence,False,False,,,llama3-8b,lora_70b_en_v0,finance,
Medium Consumer Confidence,Low Business Confidence,False,True,,Business Confidence,llama3-8b,lora_70b_en_v0,finance,
Medium Interest Rate,High Business Confidence,False,False,,,llama3-8b,lora_70b_en_v0,finance,
Uncertain Market,High Consumer Confidence,False,False,,,llama3-8b,lora_70b_en_v0,finance,
High,Moderate,True,True,Traffic Congestion,Urban density,mixtral-8x7b-instruct,lora_70b_en_v0,urban studies,
Social Housing,Cooperative Housing,True,True,Housing Tenure,Housing Type,mixtral-8x7b-instruct,lora_70b_en_v0,urban studies,
Low,Moderate,True,True,Traffic Congestion,Urban density,mixtral-8x7b-instruct,lora_70b_en_v0,urban studies,
No Public Transportation,Subway,True,True,Public Transportation Availability,Public Transportation,mixtral-8x7b-instruct,lora_70b_en_v0,urban studies,
Bus Service,Light Rail,True,True,Public Transportation Availability,Public Transportation,mixtral-8x7b-instruct,lora_70b_en_v0,urban studies,
Pedestrian Paths,Sidewalks,True,True,Pedestrian Infrastructure,Infrastructure,mixtral-8x7b-instruct,lora_70b_en_v0,urban studies,
Low,No Traffic,True,False,Traffic Congestion,,mixtral-8x7b-instruct,lora_70b_en_v0,urban studies,
Graffiti,No Visible Urban Decay,True,False,Urban Decay Indicators,,mixtral-8x7b-instruct,lora_70b_en_v0,urban studies,
Community Center,None of the Above,True,False,Presence of Community Facilities,,mixtral-8x7b-instruct,lora_70b_en_v0,urban studies,
Park,Community Center,True,False,Presence of Community Facilities,,mixtral-8x7b-instruct,lora_70b_en_v0,urban studies,
No Pedestrian Infrastructure,Moderate,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,urban studies,
Library,Social Housing,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,urban studies,
High,Cooperative Housing,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,urban studies,
Library,Moderate,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,urban studies,
No Pedestrian Infrastructure,No Public Transportation,False,True,,Urban Planning,mixtral-8x7b-instruct,lora_70b_en_v0,urban studies,
Moderate,Playground,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,urban studies,
Litter,Sidewalks,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,urban studies,
None of the Above,Subway,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,urban studies,
Graffiti,Light Rail,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,urban studies,
Social Housing,Sidewalks,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,urban studies,
Gravitational Force,Weak Nuclear Force,True,False,Type of Force,,mixtral-8x7b-instruct,lora_70b_en_v0,physics,
Beta- Negative Radiation,Beta- Positive Radiation,True,True,Type of Radiation,Type of radiation,mixtral-8x7b-instruct,lora_70b_en_v0,physics,
Weak Nuclear Force,Strong Nuclear Force,True,True,Type of Force,Nuclear Force,mixtral-8x7b-instruct,lora_70b_en_v0,physics,
Plasma,Liquid,True,True,State of Matter,State of Matter,mixtral-8x7b-instruct,lora_70b_en_v0,physics,
Gluon,W Boson,True,False,Boson Type,,mixtral-8x7b-instruct,lora_70b_en_v0,physics,
Translational Symmetry,Charge Symmetry,True,False,Type of Symmetry,,mixtral-8x7b-instruct,lora_70b_en_v0,physics,
Gravitational Force,Electromagnetic Force,True,False,Type of Force,,mixtral-8x7b-instruct,lora_70b_en_v0,physics,
Photon,Z Boson,True,False,Boson Type,,mixtral-8x7b-instruct,lora_70b_en_v0,physics,
Time,Height,True,False,Dimension of Space,,mixtral-8x7b-instruct,lora_70b_en_v0,physics,
Beta- Positive Radiation,Gamma Radiation,True,True,Type of Radiation,Ionizing Radiation,mixtral-8x7b-instruct,lora_70b_en_v0,physics,
Gas,Weak Nuclear Force,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,physics,
Down Quark,Beta- Positive Radiation,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,physics,
Strange Quark,Strong Nuclear Force,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,physics,
Gamma Radiation,Liquid,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,physics,
Excited State,W Boson,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,physics,
Width,Charge Symmetry,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,physics,
Strong Nuclear Force,Tau,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,physics,
Liquid,Alpha Radiation,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,physics,
Electron,Gluon,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,physics,
Beta- Negative Radiation,Electromagnetic Force,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,physics,
Mediterranean diet,Vegetarian,True,True,Dietary habits,Diet,mixtral-8x7b-instruct,lora_70b_en_v0,health,
Moderate drinker,Abstainer,True,True,Alcohol consumption,Alcohol consumption,mixtral-8x7b-instruct,lora_70b_en_v0,health,
Current smoker,Never smoked,True,True,Smoking status,Smoking status,mixtral-8x7b-instruct,lora_70b_en_v0,health,
Diabetes,Respiratory disease,True,False,Chronic disease condition,,mixtral-8x7b-instruct,lora_70b_en_v0,health,
Heavy drinker,Moderate drinker,True,True,Alcohol consumption,Alcohol consumption,mixtral-8x7b-instruct,lora_70b_en_v0,health,
Low stress,High stress,True,True,Stress levels,Stress,mixtral-8x7b-instruct,lora_70b_en_v0,health,
History of cancer,History of cardiovascular disease,True,True,Family medical history,Family medical history,mixtral-8x7b-instruct,lora_70b_en_v0,health,
1-2 times a week,3-4 times a week,True,True,Exercise frequency,Frequency of exercise,mixtral-8x7b-instruct,lora_70b_en_v0,health,
Respiratory medication,Psychiatric medication,True,False,Medication usage,,mixtral-8x7b-instruct,lora_70b_en_v0,health,
Heavy drinker,Abstainer,True,True,Alcohol consumption,Alcohol consumption,mixtral-8x7b-instruct,lora_70b_en_v0,health,
Pain medication,Vegetarian,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,health,
Depression,Abstainer,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,health,
Mediterranean diet,Never smoked,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,health,
Neurological disease,1-2 times a week,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,health,
Former smoker,Respiratory disease,False,True,,Smoking,mixtral-8x7b-instruct,lora_70b_en_v0,health,
Pain medication,Moderate drinker,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,health,
Depression,High stress,False,True,,Mental Health,mixtral-8x7b-instruct,lora_70b_en_v0,health,
History of neurological disease,1-2 times a week,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,health,
No mental health issues,History of cardiovascular disease,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,health,
Anxiety disorder,Never smoked,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,health,
Class 1,Class 100,True,False,Impurity Level,,mixtral-8x7b-instruct,lora_70b_en_v0,semiconductor manufacturing,
10 nm,22 nm,True,True,Fabrication Process Node,Gate length,mixtral-8x7b-instruct,lora_70b_en_v0,semiconductor manufacturing,
High,Medium,True,True,Yield Rate,Wafer quality,mixtral-8x7b-instruct,lora_70b_en_v0,semiconductor manufacturing,
Class 1000,Class 10,True,False,Impurity Level,,mixtral-8x7b-instruct,lora_70b_en_v0,semiconductor manufacturing,
Silicon Dioxide,Silicon Nitride,True,True,Insulation Material,Dielectric Material,mixtral-8x7b-instruct,lora_70b_en_v0,semiconductor manufacturing,
Low,High,True,True,Defect Density,Doping concentration,mixtral-8x7b-instruct,lora_70b_en_v0,semiconductor manufacturing,
7 nm,14 nm,True,True,Fabrication Process Node,Technology Node,mixtral-8x7b-instruct,lora_70b_en_v0,semiconductor manufacturing,
10 nm,14 nm,True,True,Fabrication Process Node,Gate length,mixtral-8x7b-instruct,lora_70b_en_v0,semiconductor manufacturing,
High,Medium,True,True,Doping Concentration,Wafer quality,mixtral-8x7b-instruct,lora_70b_en_v0,semiconductor manufacturing,
Phosphorus,Antimony,True,True,Doping Material,Dopant,mixtral-8x7b-instruct,lora_70b_en_v0,semiconductor manufacturing,
Dry Etching,Antimony,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,semiconductor manufacturing,
Arsenic,Class 100,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,semiconductor manufacturing,
Phosphorus,Nanowire,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,semiconductor manufacturing,
Class 1000,22 nm,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,semiconductor manufacturing,
Class 1,Medium,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,semiconductor manufacturing,
Extra High,Medium,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,semiconductor manufacturing,
Low,Class 10,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,semiconductor manufacturing,
SOI,Silicon Nitride,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,semiconductor manufacturing,
Low,14 nm,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,semiconductor manufacturing,
Nanowire,High,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,semiconductor manufacturing,
Ruby,JavaScript,True,False,Programming Language,,mixtral-8x7b-instruct,lora_70b_en_v0,computer science,
PostgreSQL,Cassandra,True,True,Database Management System,Database Management System,mixtral-8x7b-instruct,lora_70b_en_v0,computer science,
MariaDB,Cassandra,True,True,Database Management System,Database Management System,mixtral-8x7b-instruct,lora_70b_en_v0,computer science,
C++,JavaScript,True,False,Programming Language,,mixtral-8x7b-instruct,lora_70b_en_v0,computer science,
Backbone.js,Ember.js,True,True,Web Application Framework,JavaScript framework,mixtral-8x7b-instruct,lora_70b_en_v0,computer science,
Pandas,Scikit-learn,True,False,Data Science Library,,mixtral-8x7b-instruct,lora_70b_en_v0,computer science,
NetBeans,PyCharm,True,True,Integrated Development Environment,Integrated Development Environment,mixtral-8x7b-instruct,lora_70b_en_v0,computer science,
Laravel,Ember.js,True,False,Web Application Framework,,mixtral-8x7b-instruct,lora_70b_en_v0,computer science,
NetBeans,IntelliJ IDEA,True,True,Integrated Development Environment,Integrated Development Environment,mixtral-8x7b-instruct,lora_70b_en_v0,computer science,
MacOS,iOS,True,True,Operating System,Operating System,mixtral-8x7b-instruct,lora_70b_en_v0,computer science,
NumPy,Cassandra,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,computer science,
MacOS,Cassandra,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,computer science,
Unix,JavaScript,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,computer science,
Mercurial,Ember.js,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,computer science,
Subversion,Theano,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,computer science,
Gluon,Scikit-learn,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,computer science,
Cain and Abel,PyCharm,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,computer science,
Android,Ember.js,False,,,,mixtral-8x7b-instruct,lora_70b_en_v0,computer science,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
Metasploit,IntelliJ IDEA,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,computer science,
MySQL,iOS,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,computer science,
Doctoral Degree,Master's Degree,True,True,Educational Attainment,Education Level,mixtral-8x7b-instruct,lora_70b_en_v0,sociology,
Pension,Employment,True,False,Income Source,,mixtral-8x7b-instruct,lora_70b_en_v0,sociology,
Personal Vehicle,Walking,True,False,Transportation,,mixtral-8x7b-instruct,lora_70b_en_v0,sociology,
Dogs,No Pets,True,False,Pet Ownership,,mixtral-8x7b-instruct,lora_70b_en_v0,sociology,
Personal Vehicle,Public Transportation,True,True,Transportation,Mode of Transportation,mixtral-8x7b-instruct,lora_70b_en_v0,sociology,
Detached House,Apartment,True,False,Housing Type,,mixtral-8x7b-instruct,lora_70b_en_v0,sociology,
Married,Single,True,True,Marital Status,Marital Status,mixtral-8x7b-instruct,lora_70b_en_v0,sociology,
No Education,College Graduate,True,True,Highest Level of Education in Household,Education Level,mixtral-8x7b-instruct,lora_70b_en_v0,sociology,
Some College,High School Graduate,True,True,Highest Level of Education in Household,Education Level,mixtral-8x7b-instruct,lora_70b_en_v0,sociology,
Never,Daily,True,False,Frequency of Exercise,,mixtral-8x7b-instruct,lora_70b_en_v0,sociology,
Some College,Master's Degree,False,True,,Education Level,mixtral-8x7b-instruct,lora_70b_en_v0,sociology,
Some High School,Walking,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,sociology,
One Child,No Pets,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,sociology,
2-3 times a week,No Education,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,sociology,
Master's Degree,Public Transportation,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,sociology,
Retail Salesperson,Apartment,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,sociology,
Manual Laborer,Single,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,sociology,
Birds,College Graduate,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,sociology,
College Graduate,2-3 times a week,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,sociology,
Associate's Degree,High School Graduate,False,True,,Education Level,mixtral-8x7b-instruct,lora_70b_en_v0,sociology,
External locus of control,Internal locus of control,True,True,Type of Locus of Control,Locus of control,mixtral-8x7b-instruct,lora_70b_en_v0,psychology,
Decision-making and problem-solving,Information processing,True,True,Level of Resilience,Cognitive Ability,mixtral-8x7b-instruct,lora_70b_en_v0,psychology,
Sociable,Outgoing,True,True,Level of Extraversion,Extraversion,mixtral-8x7b-instruct,lora_70b_en_v0,psychology,
Assertive,Energetic,True,True,Level of Extraversion,Extraversion,mixtral-8x7b-instruct,lora_70b_en_v0,psychology,
Self-regulation,Self-awareness,True,True,Level of Emotional Intelligence,Self-control,mixtral-8x7b-instruct,lora_70b_en_v0,psychology,
Visual learner,Auditory learner,True,True,Type of Learning Style,Learning style,mixtral-8x7b-instruct,lora_70b_en_v0,psychology,
Empathy,Self-awareness,True,False,Level of Emotional Intelligence,,mixtral-8x7b-instruct,lora_70b_en_v0,psychology,
Low self-esteem,High self-esteem,True,True,Level of Self-Esteem,Self-Esteem,mixtral-8x7b-instruct,lora_70b_en_v0,psychology,
High self-esteem,Average self-esteem,True,True,Level of Self-Esteem,Self-esteem,mixtral-8x7b-instruct,lora_70b_en_v0,psychology,
Self-awareness,Relationship management,True,False,Level of Emotional Intelligence,,mixtral-8x7b-instruct,lora_70b_en_v0,psychology,
Sociable,Internal locus of control,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,psychology,
Low self-esteem,Information processing,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,psychology,
Extrinsic motivation,Outgoing,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,psychology,
Self-regulation,Energetic,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,psychology,
External locus of control,Auditory learner,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,psychology,
Spatial thinking,Self-awareness,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,psychology,
Outgoing,High self-esteem,False,True,,Extraversion,mixtral-8x7b-instruct,lora_70b_en_v0,psychology,
Reading/Writing learner,Average self-esteem,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,psychology,
Holistic thinking,Preferring excitement,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,psychology,
Reading/Writing learner,Relationship management,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,psychology,
High Employee Turnover,Stable Employee Turnover,True,True,Employee Turnover Rate,Employee Turnover,mixtral-8x7b-instruct,lora_70b_en_v0,finance,
Emerging Brand,Unknown Brand,True,True,Brand Recognition,Brand Recognition,mixtral-8x7b-instruct,lora_70b_en_v0,finance,
Medium Debt to Equity,No Debt,True,True,Debt to Equity Ratio,Debt Level,mixtral-8x7b-instruct,lora_70b_en_v0,finance,
Low Market Share,Dominant Market Share,True,True,Market Share,Market Share,mixtral-8x7b-instruct,lora_70b_en_v0,finance,
Diverse Product Lines,Single Product Line,True,True,Number of Product Lines,Product Line Strategy,mixtral-8x7b-instruct,lora_70b_en_v0,finance,
Iconic Brand,Emerging Brand,True,True,Brand Recognition,Brand Status,mixtral-8x7b-instruct,lora_70b_en_v0,finance,
Non-Compliant,Industry Leader in Compliance,True,False,Regulatory Compliance,,mixtral-8x7b-instruct,lora_70b_en_v0,finance,
Low Investment,High Investment,True,True,Research and Development Investment,Investment,mixtral-8x7b-instruct,lora_70b_en_v0,finance,
Partially Compliant,Fully Compliant,True,True,Regulatory Compliance,Regulatory Compliance,mixtral-8x7b-instruct,lora_70b_en_v0,finance,
Very High Employee Turnover,Stable Employee Turnover,True,True,Employee Turnover Rate,Employee Turnover,mixtral-8x7b-instruct,lora_70b_en_v0,finance,
Break Even,Steady Market Share,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,finance,
Unknown Brand,Stable Employee Turnover,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,finance,
Highly Profitable,Dominant Market Share,False,True,,Market Performance,mixtral-8x7b-instruct,lora_70b_en_v0,finance,
Low Investment,No Debt,False,True,,Financial Leverage,mixtral-8x7b-instruct,lora_70b_en_v0,finance,
No Product Lines,Dominant Market Share,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,finance,
Increasing Market Share,Positive Revenue Growth,False,True,,Business Performance,mixtral-8x7b-instruct,lora_70b_en_v0,finance,
Medium Investment,Industry Leader in Compliance,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,finance,
Highly Profitable,Single Product Line,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,finance,
Dominant Market Share,High Cash Reserves,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,finance,
Low Employee Turnover,Emerging Brand,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0,finance,
Limited and Inefficient,Extensive and Efficient,True,True,Public Transport System: The availability and efficiency of public transportation in a city.,Transportation Infrastructure,mistral-7b-instruct,lora_70b_en_v0,urban studies,
Rural Population Majority,Urban Population Majority,True,True,Urbanization Rate: The percentage of a population living in urban areas.,Urbanization,mistral-7b-instruct,lora_70b_en_v0,urban studies,
Unaffordable,Affordable,True,True,Housing Affordability: The proportion of income required to purchase or rent a home.,Housing Affordability,mistral-7b-instruct,lora_70b_en_v0,urban studies,
Very High,Very Low,True,False,Crime Rate: The frequency of reported crimes in a city.,,mistral-7b-instruct,lora_70b_en_v0,urban studies,
High,Low,True,True,Social Cohesion: The degree of unity and harmony among different social groups in a city.,Urban density,mistral-7b-instruct,lora_70b_en_v0,urban studies,
Excellent,Poor,True,False,Education System: The quality and accessibility of educational institutions in a city.,,mistral-7b-instruct,lora_70b_en_v0,urban studies,
Scarce and Inaccessible,Abundant and Accessible,True,True,Green Spaces: The amount and accessibility of parks and other natural areas within a city.,Availability of Public Transportation,mistral-7b-instruct,lora_70b_en_v0,urban studies,
Poorly-Maintained and Limited,Well-Maintained and Accessible,True,True,"Infrastructure: The condition and availability of essential services and facilities such as water, electricity, and sanitation.",Infrastructure Quality,mistral-7b-instruct,lora_70b_en_v0,urban studies,
Abundant and Diverse,Limited and Narrow,True,True,Employment Opportunities: The availability and diversity of job opportunities in a city.,Urban biodiversity,mistral-7b-instruct,lora_70b_en_v0,urban studies,
Excellent,Poor,True,False,"Air Quality: The level of pollutants in the air, affecting the health and comfort of city residents.",,mistral-7b-instruct,lora_70b_en_v0,urban studies,
Scarce and Inaccessible,Extensive and Efficient,False,True,,Public Transportation,mistral-7b-instruct,lora_70b_en_v0,urban studies,
Poor,Urban Population Majority,False,False,,,mistral-7b-instruct,lora_70b_en_v0,urban studies,
Well-Maintained and Accessible,Rural Population Majority,False,False,,,mistral-7b-instruct,lora_70b_en_v0,urban studies,
Limited and Narrow,Affordable,False,False,,,mistral-7b-instruct,lora_70b_en_v0,urban studies,
Low,Poorly-Maintained and Limited,False,True,,Quality of Public Transportation,mistral-7b-instruct,lora_70b_en_v0,urban studies,
Limited and Narrow,Extensive and Efficient,False,False,,,mistral-7b-instruct,lora_70b_en_v0,urban studies,
Scarce and Inaccessible,Rural Population Majority,False,False,,,mistral-7b-instruct,lora_70b_en_v0,urban studies,
Abundant and Accessible,Affordable,False,True,,Housing Affordability,mistral-7b-instruct,lora_70b_en_v0,urban studies,
Scarce and Inaccessible,Unaffordable,False,True,,Housing Affordability,mistral-7b-instruct,lora_70b_en_v0,urban studies,
Abundant and Accessible,Very Low,False,False,,,mistral-7b-instruct,lora_70b_en_v0,urban studies,
Surface wave (water waves),Electromagnetic wave (radio waves),True,False,The property of a wave that determines the amount of energy it transports per unit area.,,mistral-7b-instruct,lora_70b_en_v0,physics,
Audible frequency wave (music),High frequency wave (X-rays),True,True,The property of a wave that determines the number of oscillations per unit time.,Frequency,mistral-7b-instruct,lora_70b_en_v0,physics,
Plastic material (clay),Elastic material (rubber band),True,False,The property of a material that determines how easily it can be deformed or compressed.,,mistral-7b-instruct,lora_70b_en_v0,physics,
White body (snow),Emissive body (hot iron),True,False,The property of a material that determines its ability to emit energy.,,mistral-7b-instruct,lora_70b_en_v0,physics,
Transmitter (glass),Reflector (mirror),True,False,The property of a material that determines its ability to absorb energy.,,mistral-7b-instruct,lora_70b_en_v0,physics,
Low frequency wave (radio waves),Infrasound wave (earthquakes),True,True,The property of a wave that determines the number of oscillations per unit time.,Frequency,mistral-7b-instruct,lora_70b_en_v0,physics,
Infrasound wave (earthquakes),High frequency wave (X-rays),True,False,The property of a wave that determines the number of oscillations per unit time.,,mistral-7b-instruct,lora_70b_en_v0,physics,
Gravitational force (Earth's pull),Nuclear force (atomic bonding),True,False,The force that causes an object to move or stay at rest. It can be described as a push or a pull.,,mistral-7b-instruct,lora_70b_en_v0,physics,
White body (snow),Black body (coal),True,True,The property of a material that determines its ability to emit energy.,Albedo,mistral-7b-instruct,lora_70b_en_v0,physics,
Brittle material (glass),Plastic material (clay),True,False,The property of a material that determines how easily it can be deformed or compressed.,,mistral-7b-instruct,lora_70b_en_v0,physics,
Audible frequency wave (music),Electromagnetic wave (radio waves),False,False,,,mistral-7b-instruct,lora_70b_en_v0,physics,
Tensile material (wire),High frequency wave (X-rays),False,False,,,mistral-7b-instruct,lora_70b_en_v0,physics,
Electromagnetic force (magnetism),Elastic material (rubber band),False,False,,,mistral-7b-instruct,lora_70b_en_v0,physics,
Gravitational force (Earth's pull),Emissive body (hot iron),False,False,,,mistral-7b-instruct,lora_70b_en_v0,physics,
Poor thermal conductor (wood),Electromagnetic wave (radio waves),False,False,,,mistral-7b-instruct,lora_70b_en_v0,physics,
Emissive body (hot iron),Reflector (mirror),False,False,,,mistral-7b-instruct,lora_70b_en_v0,physics,
Emissive body (hot iron),Infrasound wave (earthquakes),False,False,,,mistral-7b-instruct,lora_70b_en_v0,physics,
Absorber (charcoal),High frequency wave (X-rays),False,False,,,mistral-7b-instruct,lora_70b_en_v0,physics,
Transverse wave (light),Black body (coal),False,False,,,mistral-7b-instruct,lora_70b_en_v0,physics,
Solid state (ice),Poor thermal conductor (wood),False,False,,,mistral-7b-instruct,lora_70b_en_v0,physics,
Current smoker,Non-smoker,True,True,Smoking Status,Smoking status,mistral-7b-instruct,lora_70b_en_v0,health,
"Moderate Drinker (up to one drink per day for women, up to two drinks per day for men)","Heavy Drinker (more than one drink per day for women, more than two drinks per day for men)",True,True,Alcohol Consumption,Alcohol Consumption,mistral-7b-instruct,lora_70b_en_v0,health,
High Environmental Exposure (significant exposure to pollutants),Low Environmental Exposure (minimal exposure to pollutants),True,True,Environmental Exposure,Environmental Exposure,mistral-7b-instruct,lora_70b_en_v0,health,
"Regular Exercise (30 minutes or more per day, five days a week)",Sedentary Lifestyle (less than 150 minutes of moderate-intensity or 75 minutes of vigorous-intensity activity per week),True,True,Physical Activity Level,Physical Activity,mistral-7b-instruct,lora_70b_en_v0,health,
Moderate Stress (moderate stress levels),Low Stress (manageable stress levels),True,True,Stress Level,Stress Levels,mistral-7b-instruct,lora_70b_en_v0,health,
"Healthy Diet (rich in fruits, vegetables, whole grains, lean proteins, and healthy fats)","Unhealthy Diet (high in processed foods, sugars, saturated and trans fats)",True,True,Dietary Pattern,Diet Quality,mistral-7b-instruct,lora_70b_en_v0,health,
