Text1,Text2,Generated Same Causal Variable,Predicted Same Causal Variable,Generated Variable Name,Predicted Variable Name,Data Generation Model,Prediction Model,Domain,Explanation
High Employee Turnover,Stable Employee Turnover,True,True,Employee Turnover Rate,Employee Turnover,mixtral-8x7b-instruct,lora_70b_en_v0_alt,finance,
Emerging Brand,Unknown Brand,True,True,Brand Recognition,Brand Recognition,mixtral-8x7b-instruct,lora_70b_en_v0_alt,finance,
Medium Debt to Equity,No Debt,True,True,Debt to Equity Ratio,Leverage,mixtral-8x7b-instruct,lora_70b_en_v0_alt,finance,
Low Market Share,Dominant Market Share,True,True,Market Share,Market Share,mixtral-8x7b-instruct,lora_70b_en_v0_alt,finance,
Diverse Product Lines,Single Product Line,True,True,Number of Product Lines,Product Line Diversity,mixtral-8x7b-instruct,lora_70b_en_v0_alt,finance,
Iconic Brand,Emerging Brand,True,True,Brand Recognition,Brand Image,mixtral-8x7b-instruct,lora_70b_en_v0_alt,finance,
Non-Compliant,Industry Leader in Compliance,True,True,Regulatory Compliance,Regulatory Compliance,mixtral-8x7b-instruct,lora_70b_en_v0_alt,finance,
Low Investment,High Investment,True,True,Research and Development Investment,Investment,mixtral-8x7b-instruct,lora_70b_en_v0_alt,finance,
Partially Compliant,Fully Compliant,True,True,Regulatory Compliance,Regulatory Compliance,mixtral-8x7b-instruct,lora_70b_en_v0_alt,finance,
Very High Employee Turnover,Stable Employee Turnover,True,True,Employee Turnover Rate,Employee Turnover,mixtral-8x7b-instruct,lora_70b_en_v0_alt,finance,
Break Even,Steady Market Share,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,finance,
Unknown Brand,Stable Employee Turnover,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,finance,
Highly Profitable,Dominant Market Share,False,True,,Market Power,mixtral-8x7b-instruct,lora_70b_en_v0_alt,finance,
Low Investment,No Debt,False,,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,finance,"1, 1, 1, 1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN"
No Product Lines,Dominant Market Share,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,finance,
Increasing Market Share,Positive Revenue Growth,False,True,,Business Performance,mixtral-8x7b-instruct,lora_70b_en_v0_alt,finance,
Medium Investment,Industry Leader in Compliance,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,finance,
Highly Profitable,Single Product Line,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,finance,
Dominant Market Share,High Cash Reserves,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,finance,
Low Employee Turnover,Emerging Brand,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt,finance,
Limited and Inefficient,Extensive and Efficient,True,True,Public Transport System: The availability and efficiency of public transportation in a city.,Public Transportation System,mistral-7b-instruct,lora_70b_en_v0_alt,urban studies,
Rural Population Majority,Urban Population Majority,True,True,Urbanization Rate: The percentage of a population living in urban areas.,Urbanization,mistral-7b-instruct,lora_70b_en_v0_alt,urban studies,
Unaffordable,Affordable,True,True,Housing Affordability: The proportion of income required to purchase or rent a home.,Housing Affordability,mistral-7b-instruct,lora_70b_en_v0_alt,urban studies,
Very High,Very Low,True,True,Crime Rate: The frequency of reported crimes in a city.,Urbanization,mistral-7b-instruct,lora_70b_en_v0_alt,urban studies,
High,Low,True,True,Social Cohesion: The degree of unity and harmony among different social groups in a city.,Urbanization,mistral-7b-instruct,lora_70b_en_v0_alt,urban studies,
Excellent,Poor,True,True,Education System: The quality and accessibility of educational institutions in a city.,Quality of Public Transportation,mistral-7b-instruct,lora_70b_en_v0_alt,urban studies,
Scarce and Inaccessible,Abundant and Accessible,True,True,Green Spaces: The amount and accessibility of parks and other natural areas within a city.,Availability of Public Spaces,mistral-7b-instruct,lora_70b_en_v0_alt,urban studies,
Poorly-Maintained and Limited,Well-Maintained and Accessible,True,True,"Infrastructure: The condition and availability of essential services and facilities such as water, electricity, and sanitation.",Infrastructure Quality,mistral-7b-instruct,lora_70b_en_v0_alt,urban studies,
Abundant and Diverse,Limited and Narrow,True,True,Employment Opportunities: The availability and diversity of job opportunities in a city.,Urban Form,mistral-7b-instruct,lora_70b_en_v0_alt,urban studies,
Excellent,Poor,True,True,"Air Quality: The level of pollutants in the air, affecting the health and comfort of city residents.",Quality of Public Transportation,mistral-7b-instruct,lora_70b_en_v0_alt,urban studies,
Scarce and Inaccessible,Extensive and Efficient,False,True,,Public Transportation,mistral-7b-instruct,lora_70b_en_v0_alt,urban studies,
Poor,Urban Population Majority,False,,,,mistral-7b-instruct,lora_70b_en_v0_alt,urban studies,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Well-Maintained and Accessible,Rural Population Majority,False,,,,mistral-7b-instruct,lora_70b_en_v0_alt,urban studies,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Limited and Narrow,Affordable,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt,urban studies,
Low,Poorly-Maintained and Limited,False,True,,Quality of Public Transportation,mistral-7b-instruct,lora_70b_en_v0_alt,urban studies,
Limited and Narrow,Extensive and Efficient,False,,,,mistral-7b-instruct,lora_70b_en_v0_alt,urban studies,"1, 1, 1, 1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN"
Scarce and Inaccessible,Rural Population Majority,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt,urban studies,
Abundant and Accessible,Affordable,False,True,,Housing Affordability,mistral-7b-instruct,lora_70b_en_v0_alt,urban studies,
Scarce and Inaccessible,Unaffordable,False,True,,Housing Affordability,mistral-7b-instruct,lora_70b_en_v0_alt,urban studies,
Abundant and Accessible,Very Low,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt,urban studies,
Surface wave (water waves),Electromagnetic wave (radio waves),True,,The property of a wave that determines the amount of energy it transports per unit area.,,mistral-7b-instruct,lora_70b_en_v0_alt,physics,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Audible frequency wave (music),High frequency wave (X-rays),True,,The property of a wave that determines the number of oscillations per unit time.,,mistral-7b-instruct,lora_70b_en_v0_alt,physics,"1, 1, 1, 1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN"
Plastic material (clay),Elastic material (rubber band),True,False,The property of a material that determines how easily it can be deformed or compressed.,,mistral-7b-instruct,lora_70b_en_v0_alt,physics,
White body (snow),Emissive body (hot iron),True,False,The property of a material that determines its ability to emit energy.,,mistral-7b-instruct,lora_70b_en_v0_alt,physics,
Transmitter (glass),Reflector (mirror),True,False,The property of a material that determines its ability to absorb energy.,,mistral-7b-instruct,lora_70b_en_v0_alt,physics,
Low frequency wave (radio waves),Infrasound wave (earthquakes),True,,The property of a wave that determines the number of oscillations per unit time.,,mistral-7b-instruct,lora_70b_en_v0_alt,physics,"1, 1, 1, 1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN"
Infrasound wave (earthquakes),High frequency wave (X-rays),True,,The property of a wave that determines the number of oscillations per unit time.,,mistral-7b-instruct,lora_70b_en_v0_alt,physics,"0, 0, False, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN"
Gravitational force (Earth's pull),Nuclear force (atomic bonding),True,False,The force that causes an object to move or stay at rest. It can be described as a push or a pull.,,mistral-7b-instruct,lora_70b_en_v0_alt,physics,
White body (snow),Black body (coal),True,,The property of a material that determines its ability to emit energy.,,mistral-7b-instruct,lora_70b_en_v0_alt,physics,"1, 1, 1, 1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN"
Brittle material (glass),Plastic material (clay),True,False,The property of a material that determines how easily it can be deformed or compressed.,,mistral-7b-instruct,lora_70b_en_v0_alt,physics,
Audible frequency wave (music),Electromagnetic wave (radio waves),False,,,,mistral-7b-instruct,lora_70b_en_v0_alt,physics,"1, 1, 1, 1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN"
Tensile material (wire),High frequency wave (X-rays),False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt,physics,
Electromagnetic force (magnetism),Elastic material (rubber band),False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt,physics,
Gravitational force (Earth's pull),Emissive body (hot iron),False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt,physics,
Poor thermal conductor (wood),Electromagnetic wave (radio waves),False,,,,mistral-7b-instruct,lora_70b_en_v0_alt,physics,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Emissive body (hot iron),Reflector (mirror),False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt,physics,
Emissive body (hot iron),Infrasound wave (earthquakes),False,,,,mistral-7b-instruct,lora_70b_en_v0_alt,physics,"0, 0, False, NaN, NaN, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
Absorber (charcoal),High frequency wave (X-rays),False,,,,mistral-7b-instruct,lora_70b_en_v0_alt,physics,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Transverse wave (light),Black body (coal),False,,,,mistral-7b-instruct,lora_70b_en_v0_alt,physics,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Solid state (ice),Poor thermal conductor (wood),False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt,physics,
Current smoker,Non-smoker,True,True,Smoking Status,Smoking Status,mistral-7b-instruct,lora_70b_en_v0_alt,health,
"Moderate Drinker (up to one drink per day for women, up to two drinks per day for men)","Heavy Drinker (more than one drink per day for women, more than two drinks per day for men)",True,True,Alcohol Consumption,Alcohol Consumption,mistral-7b-instruct,lora_70b_en_v0_alt,health,
High Environmental Exposure (significant exposure to pollutants),Low Environmental Exposure (minimal exposure to pollutants),True,,Environmental Exposure,,mistral-7b-instruct,lora_70b_en_v0_alt,health,"1, 1, True, High Environmental Exposure, NaN, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0"
"Regular Exercise (30 minutes or more per day, five days a week)",Sedentary Lifestyle (less than 150 minutes of moderate-intensity or 75 minutes of vigorous-intensity activity per week),True,,Physical Activity Level,,mistral-7b-instruct,lora_70b_en_v0_alt,health,"1, 1, True, Physical Activity, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,"
Moderate Stress (moderate stress levels),Low Stress (manageable stress levels),True,,Stress Level,,mistral-7b-instruct,lora_70b_en_v0_alt,health,"1, 1, True, Stress Levels, NaN, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0."
"Healthy Diet (rich in fruits, vegetables, whole grains, lean proteins, and healthy fats)","Unhealthy Diet (high in processed foods, sugars, saturated and trans fats)",True,,Dietary Pattern,,mistral-7b-instruct,lora_70b_en_v0_alt,health,"1, 1, 1, 1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN"
Mild Genetic Predisposition,Significant Genetic Predisposition,True,True,Genetic Predisposition,Genetic Predisposition,mistral-7b-instruct,lora_70b_en_v0_alt,health,
No Known Genetic Conditions,Mild Genetic Predisposition,True,True,Genetic Predisposition,Genetic Predisposition,mistral-7b-instruct,lora_70b_en_v0_alt,health,
"Moderate Drinker (up to one drink per day for women, up to two drinks per day for men)",Non-drinker,True,True,Alcohol Consumption,Alcohol Consumption,mistral-7b-instruct,lora_70b_en_v0_alt,health,
Non-smoker,Former smoker,True,True,Smoking Status,Smoking Status,mistral-7b-instruct,lora_70b_en_v0_alt,health,
Low Environmental Exposure (minimal exposure to pollutants),Non-smoker,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt,health,
High Environmental Exposure (significant exposure to pollutants),"Regular Exercise (30 minutes or more per day, five days a week)",False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt,health,
Good Sleep (7-9 hours of uninterrupted sleep per night),"Heavy Drinker (more than one drink per day for women, more than two drinks per day for men)",False,,,,mistral-7b-instruct,lora_70b_en_v0_alt,health,"0.0, False, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,"
Sedentary Lifestyle (less than 150 minutes of moderate-intensity or 75 minutes of vigorous-intensity activity per week),Mild Mental Health Concerns (mild anxiety or depression),False,,,,mistral-7b-instruct,lora_70b_en_v0_alt,health,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Mixed Diet,Low Environmental Exposure (minimal exposure to pollutants),False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt,health,
No Known Genetic Conditions,Sedentary Lifestyle (less than 150 minutes of moderate-intensity or 75 minutes of vigorous-intensity activity per week),False,,,,mistral-7b-instruct,lora_70b_en_v0_alt,health,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Good Sleep (7-9 hours of uninterrupted sleep per night),Low Stress (manageable stress levels),False,,,,mistral-7b-instruct,lora_70b_en_v0_alt,health,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
"Heavy Drinker (more than one drink per day for women, more than two drinks per day for men)","Unhealthy Diet (high in processed foods, sugars, saturated and trans fats)",False,,,,mistral-7b-instruct,lora_70b_en_v0_alt,health,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Current smoker,Significant Genetic Predisposition,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt,health,
Good Sleep (7-9 hours of uninterrupted sleep per night),"Healthy Diet (rich in fruits, vegetables, whole grains, lean proteins, and healthy fats)",False,,,,mistral-7b-instruct,lora_70b_en_v0_alt,health,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,"
Wet Oxidation,Dry Oxidation,True,,"The type of oxidation used to create a thin layer of silicon dioxide on the semiconductor wafer, such as Wet Oxidation or Dry Oxidation.",,mistral-7b-instruct,lora_70b_en_v0_alt,semiconductor manufacturing,"1, 1, 1, Oxidation, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,"
Imprint Lithography,Extreme Ultraviolet Lithography,True,,"The type of lithography used to create the patterns on the semiconductor wafer, such as Extreme Ultraviolet Lithography or Imprint Lithography.",,mistral-7b-instruct,lora_70b_en_v0_alt,semiconductor manufacturing,"1, 1, 1, Lithography Generation, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,"
Gallium Nitride Material,Gallium Arsenide Material,True,True,"The type of semiconductor material used in the manufacturing process, such as Silicon, Gallium Arsenide, or Gallium Nitride.",Material Type,mistral-7b-instruct,lora_70b_en_v0_alt,semiconductor manufacturing,
Planar Design,FinFET Design,True,True,"The specific layout design of the integrated circuit, including the arrangement and interconnection of transistors and other components.",Transistor Structure,mistral-7b-instruct,lora_70b_en_v0_alt,semiconductor manufacturing,
