Text1,Text2,Same Causal Variable,Variable Name,model Name,domain
Religion: A social institution that provides a system of beliefs and practices related to the supernatural.,Family Network: The group of individuals related by blood or marriage.,False,,mistral-7b-instruct,sociology
Reformist Social Movements: Movements that seek to bring about gradual change within the existing social order.,Horizontal Mobility: The movement of individuals or groups within the same social class.,False,,mistral-7b-instruct,sociology
"Non-material Culture: The intangible aspects of a culture, such as language, music, and literature.",Workplace Network: The group of individuals with whom one interacts in a professional setting.,False,,mistral-7b-instruct,sociology
Incremental Change: Gradual change over an extended period.,Single-issue Social Movements: Movements that focus on a specific social issue.,False,,mistral-7b-instruct,sociology
Material Culture: The physical objects and artifacts that reflect a culture.,Structural Change: Change that affects the underlying structures of a society.,False,,mistral-7b-instruct,sociology
Secondary Socialization: Learning that occurs later in life.,"Subculture: A culture within a culture, characterized by distinct beliefs, values, and practices.",False,,mistral-7b-instruct,sociology
Primary Socialization: Learning that occurs during childhood and adolescence.,Education: A social institution that transmits knowledge and skills from one generation to the next.,False,,mistral-7b-instruct,sociology
Fashion Norms: Rules that govern what is considered stylish or fashionable.,Horizontal Mobility: The movement of individuals or groups within the same social class.,False,,mistral-7b-instruct,sociology
Education: A social institution that transmits knowledge and skills from one generation to the next.,Vertical Mobility: The movement of individuals or groups between different social classes.,False,,mistral-7b-instruct,sociology
Religious Values,Personal Values,True,A set of rules that a person follows to regulate their behavior and emotions.,mistral-7b-instruct,psychology
Social Introversion,Ambivert,True,A personality trait characterized by a tendency to seek out and maintain social relationships.,mistral-7b-instruct,psychology
Short-Term Memory,Long-Term Memory,True,A cognitive process that involves the storage and retrieval of information.,mistral-7b-instruct,psychology
Working Memory,Short-Term Memory,True,A cognitive process that involves the storage and retrieval of information.,mistral-7b-instruct,psychology
Moral Values,Personal Values,True,A set of rules that a person follows to regulate their behavior and emotions.,mistral-7b-instruct,psychology
Problem Solving,Logical Reasoning,True,A cognitive process that involves the manipulation of symbols and concepts.,mistral-7b-instruct,psychology
Curiosity,Exploratory Behavior,True,A personality trait characterized by a tendency to seek out new experiences and sensations.,mistral-7b-instruct,psychology
Logical Reasoning,Creative Thinking,True,A cognitive process that involves the manipulation of symbols and concepts.,mistral-7b-instruct,psychology
Perception of Colors,Perception of Tastes,True,A cognitive process that involves the interpretation and organization of sensory information in order to understand the environment and respond appropriately.,mistral-7b-instruct,psychology
Perception of Tastes,Perception of Sounds,True,A cognitive process that involves the interpretation and organization of sensory information in order to understand the environment and respond appropriately.,mistral-7b-instruct,psychology
Logical Reasoning,Personal Values,False,,mistral-7b-instruct,psychology
Short-Term Memory,Ambivert,False,,mistral-7b-instruct,psychology
Perception of Sounds,Long-Term Memory,False,,mistral-7b-instruct,psychology
Long-Term Memory,Fear,False,,mistral-7b-instruct,psychology
Self-efficacy Belief in Coping with Stress,Sadness,False,,mistral-7b-instruct,psychology
Social Extraversion,Short-Term Memory,False,,mistral-7b-instruct,psychology
Self-efficacy Belief in Coping with Stress,Personal Values,False,,mistral-7b-instruct,psychology
Social Extraversion,Religious Values,False,,mistral-7b-instruct,psychology
Mindfulness Meditation,Logical Reasoning,False,,mistral-7b-instruct,psychology
Short-Term Memory,Religious Values,False,,mistral-7b-instruct,psychology
Real Gross Domestic Product (RGDP): The nominal GDP adjusted for inflation.,"Gross National Product (GNP): The total market value of all goods and services produced by a country's citizens and businesses, regardless of their location in the world.",True,Economic Growth: The increase in the production of goods and services in an economy over a certain period of time.,mistral-7b-instruct,finance
Producer Price Index (PPI): A measure of the average change over time in the selling prices received by domestic producers for their output.,Consumer Price Index (CPI): A measure of the average change over time in the prices paid by urban consumers for a market basket of consumer goods and services.,True,"Inflation: The rate at which the general level of prices for goods and services is rising, and subsequently, purchasing power is falling.",mistral-7b-instruct,finance
Treasury Bonds: Direct obligations of the U.S. government.,Corporate Bonds: Debt securities issued by corporations.,True,Bonds: A type of investment in which an investor loans money to an entity (typically a government or corporation) which borrows the funds for a defined period of time at a variable or fixed interest rate.,mistral-7b-instruct,finance
Mortgage Rates: The annual interest rate charged to borrowers for mortgages.,Prime Rate: A benchmark interest rate that a primary bank uses to price its own commercial and industrial loans.,True,"Interest Rates: The percentage rate charged, expressed as an annual percentage of principal, by a lender to a borrower for the use of assets.",mistral-7b-instruct,finance
"U6 Unemployment Rate: A broader measure of labor underutilization that includes not only the unemployed, but also those who are underemployed or have given up looking for work.",Long-Term Unemployment Rate: The percentage of the unemployed who have been jobless for 27 weeks or more.,True,Unemployment Rate: The percentage of the labor force that is without work but available for and seeking employment.,mistral-7b-instruct,finance
Dividend Payout Ratio: The percentage of earnings paid out as dividends.,Forward Dividend Yield: The next expected dividend payment divided by the current stock price.,True,Dividend Yield: A financial ratio that shows how much a company pays out in dividends each year relative to its stock price.,mistral-7b-instruct,finance
"Current Ratio: The ratio of current assets to current liabilities, which measures a company's ability to pay its short-term obligations.",Long-Term Debt-to-Equity Ratio: The ratio of long-term debt to equity.,True,Debt-to-Equity Ratio: A financial ratio that shows the relationship between a company's total liabilities and its shareholder equity.,mistral-7b-instruct,finance
Real Gross Domestic Product (RGDP): The nominal GDP adjusted for inflation.,Gross Domestic Product (GDP): The total monetary or market value of all the finished goods and services produced within a country's geographic borders in a specific time period.,True,Economic Growth: The increase in the production of goods and services in an economy over a certain period of time.,mistral-7b-instruct,finance
Earnings Before Interest and Taxes to Interest Expense (EBIT/Int): A more comprehensive interest coverage ratio that considers both operating and non-operating income.,Cash Flow Coverage Ratio: A measure of a company's ability to meet its interest obligations using its cash flow from operations.,True,Interest Coverage Ratio: A financial ratio that indicates the number of times a company's earnings before interest and taxes (EBIT) can cover its interest expenses.,mistral-7b-instruct,finance
Forward Dividend Yield: The next expected dividend payment divided by the current stock price.,Trailing Dividend Yield: The most recent dividend payment divided by the current stock price.,True,Dividend Yield: A financial ratio that shows how much a company pays out in dividends each year relative to its stock price.,mistral-7b-instruct,finance
Corporate Bonds: Debt securities issued by corporations.,Consumer Price Index (CPI): A measure of the average change over time in the prices paid by urban consumers for a market basket of consumer goods and services.,False,,mistral-7b-instruct,finance
NASDAQ Composite: A stock market index of the common stocks and similar securities listed on the NASDAQ stock market.,Corporate Bonds: Debt securities issued by corporations.,False,,mistral-7b-instruct,finance
"Current Ratio: The ratio of current assets to current liabilities, which measures a company's ability to pay its short-term obligations.",Prime Rate: A benchmark interest rate that a primary bank uses to price its own commercial and industrial loans.,False,,mistral-7b-instruct,finance
Price-to-Sales Ratio: A valuation ratio that compares a company's stock price to its revenue per share.,S&P 500: A market-capitalization-weighted index of 500 large companies having common stock listed on the NYSE or NASDAQ.,False,,mistral-7b-instruct,finance
Prime Rate: A benchmark interest rate that a primary bank uses to price its own commercial and industrial loans.,Long-Term Unemployment Rate: The percentage of the unemployed who have been jobless for 27 weeks or more.,False,,mistral-7b-instruct,finance
Treasury Bonds: Direct obligations of the U.S. government.,Forward Dividend Yield: The next expected dividend payment divided by the current stock price.,False,,mistral-7b-instruct,finance
Forward Price-to-Earnings Ratio: The current share price divided by the estimated earnings per share for the next 12 months.,Consumer Price Index (CPI): A measure of the average change over time in the prices paid by urban consumers for a market basket of consumer goods and services.,False,,mistral-7b-instruct,finance
"Gross National Product (GNP): The total market value of all goods and services produced by a country's citizens and businesses, regardless of their location in the world.",Mortgage Rates: The annual interest rate charged to borrowers for mortgages.,False,,mistral-7b-instruct,finance
"Current Ratio: The ratio of current assets to current liabilities, which measures a company's ability to pay its short-term obligations.",Price-to-Sales Ratio: A valuation ratio that compares a company's stock price to its revenue per share.,False,,mistral-7b-instruct,finance
Long-Term Unemployment Rate: The percentage of the unemployed who have been jobless for 27 weeks or more.,Long-Term Debt-to-Equity Ratio: The ratio of long-term debt to equity.,False,,mistral-7b-instruct,finance
