Value,Variable definition,Interaction Value,model Name,domain,text1_text2_cos_sim_text-embedding-3-large
Widespread use of smart city technologies,"['Public space quality', 'Community engagement']",False,mixtral-8x7b-instruct,urban studies,0.288
Implementation of bike-sharing programs,"['Cultural vitality', 'Tourist appeal']",False,mixtral-8x7b-instruct,urban studies,0.179
pair production,"['Particle process', 'Particle type', 'Particle type']",True,mixtral-8x7b-instruct,physics,0.287
Cherenkov radiation,"['Optical phenomenon', 'Medium', 'Particle motion']",True,mixtral-8x7b-instruct,physics,0.298
nuclear fission,"['Nuclear process', 'Nucleon count']",True,mixtral-8x7b-instruct,physics,0.429
superconductivity,"['Electrical property', 'Temperature']",True,mixtral-8x7b-instruct,physics,0.229
photoelectric effect,"['Optical phenomenon', 'Energy type']",True,mixtral-8x7b-instruct,physics,0.353
electron-proton collision,"['Particle type', 'Particle type']",True,mixtral-8x7b-instruct,physics,0.262
quantum entanglement,"['Quantum state', 'Spatial separation']",True,mixtral-8x7b-instruct,physics,0.56
gravitational wave emission,"['Physical process', 'Energy state']",True,mixtral-8x7b-instruct,physics,0.229
black hole formation,"['Astrophysical object', 'Mass concentration']",True,mixtral-8x7b-instruct,physics,0.34
pair production,"['Physical process', 'Energy state']",False,mixtral-8x7b-instruct,physics,0.272
Cherenkov radiation,"['Optical phenomenon', 'Energy type']",False,mixtral-8x7b-instruct,physics,0.309
nuclear fission,"['Optical phenomenon', 'Medium', 'Particle motion']",False,mixtral-8x7b-instruct,physics,0.109
Cherenkov radiation,"['Electrical property', 'Temperature']",False,mixtral-8x7b-instruct,physics,0.114
photoelectric effect,"['Electrical property', 'Temperature']",False,mixtral-8x7b-instruct,physics,0.213
electron-proton collision,"['Astrophysical object', 'Mass concentration']",False,mixtral-8x7b-instruct,physics,0.252
quantum entanglement,"['Physical process', 'Energy state']",False,mixtral-8x7b-instruct,physics,0.226
superconductivity,"['Astrophysical object', 'Mass concentration']",False,mixtral-8x7b-instruct,physics,0.171
gravitational wave emission,"['Optical phenomenon', 'Medium', 'Particle motion']",False,mixtral-8x7b-instruct,physics,0.271
gravitational wave emission,"['Nuclear process', 'Nucleon count']",False,mixtral-8x7b-instruct,physics,0.205
Poor Diet and Sedentary Lifestyle,"['Diet Quality', 'Physical Activity Level']",True,mixtral-8x7b-instruct,health,0.476
Advanced Age and Chronic Stress,"['Age', 'Stress Levels']",True,mixtral-8x7b-instruct,health,0.535
Genetic Predisposition and Environmental Toxins,"['Genetic Factors', 'Environmental Exposure']",True,mixtral-8x7b-instruct,health,0.615
Physical Inactivity and Obesity,"['Physical Activity Level', 'Body Mass Index']",True,mixtral-8x7b-instruct,health,0.472
Mental Health Disorders and Substance Abuse,"['Mental Health', 'Substance Abuse']",True,mixtral-8x7b-instruct,health,0.568
Medication Use and Liver Disease,"['Medication Use', 'Liver Health']",True,mixtral-8x7b-instruct,health,0.667
Asthma and Air Pollution,"['Respiratory Health', 'Air Quality']",True,mixtral-8x7b-instruct,health,0.476
Unprotected Sun Exposure and Fair Skin,"['Sun Protection Practices', 'Skin Type']",True,mixtral-8x7b-instruct,health,0.459
Smoking and Alcohol Consumption,"['Smoking Status', 'Alcohol Consumption']",True,mixtral-8x7b-instruct,health,0.641
Pregnancy and Diabetes,"['Pregnancy Status', 'Blood Sugar Levels']",True,mixtral-8x7b-instruct,health,0.456
Poor Diet and Sedentary Lifestyle,"['Mental Health', 'Substance Abuse']",False,mixtral-8x7b-instruct,health,0.206
Genetic Predisposition and Environmental Toxins,"['Medication Use', 'Liver Health']",False,mixtral-8x7b-instruct,health,0.254
Physical Inactivity and Obesity,"['Smoking Status', 'Alcohol Consumption']",False,mixtral-8x7b-instruct,health,0.294
Advanced Age and Chronic Stress,"['Genetic Factors', 'Environmental Exposure']",False,mixtral-8x7b-instruct,health,0.318
Mental Health Disorders and Substance Abuse,"['Genetic Factors', 'Environmental Exposure']",False,mixtral-8x7b-instruct,health,0.24
Medication Use and Liver Disease,"['Smoking Status', 'Alcohol Consumption']",False,mixtral-8x7b-instruct,health,0.215
Medication Use and Liver Disease,"['Age', 'Stress Levels']",False,mixtral-8x7b-instruct,health,0.103
Mental Health Disorders and Substance Abuse,"['Smoking Status', 'Alcohol Consumption']",False,mixtral-8x7b-instruct,health,0.297
Unprotected Sun Exposure and Fair Skin,"['Genetic Factors', 'Environmental Exposure']",False,mixtral-8x7b-instruct,health,0.323
Smoking and Alcohol Consumption,"['Genetic Factors', 'Environmental Exposure']",False,mixtral-8x7b-instruct,health,0.346
Delamination,"['Underfill material', 'Curing process']",True,mixtral-8x7b-instruct,semiconductor manufacturing,0.304
Yield loss,"['Process control', 'Equipment maintenance']",True,mixtral-8x7b-instruct,semiconductor manufacturing,0.192
Electromigration,"['Current density', 'Temperature']",True,mixtral-8x7b-instruct,semiconductor manufacturing,0.253
Crystal defects,"['Annealing temperature', 'Annealing time']",True,mixtral-8x7b-instruct,semiconductor manufacturing,0.124
Thin film stress,"['Deposition rate', 'Substrate temperature']",True,mixtral-8x7b-instruct,semiconductor manufacturing,0.33
Etching profile distortion,"['Etchant type', 'Pressure']",True,mixtral-8x7b-instruct,semiconductor manufacturing,0.434
Doping concentration fluctuation,"['Doping material', 'Doping method']",True,mixtral-8x7b-instruct,semiconductor manufacturing,0.527
Package cracking,"['Thermal expansion coefficient', 'Package design']",True,mixtral-8x7b-instruct,semiconductor manufacturing,0.393
Short channel effect,"['Gate length', 'Doping concentration']",True,mixtral-8x7b-instruct,semiconductor manufacturing,0.3
Photolithography misalignment,"['Photolithography equipment condition', 'Wafer handling procedure']",True,mixtral-8x7b-instruct,semiconductor manufacturing,0.426
Delamination,"['Thermal expansion coefficient', 'Package design']",False,mixtral-8x7b-instruct,semiconductor manufacturing,0.296
Yield loss,"['Deposition rate', 'Substrate temperature']",False,mixtral-8x7b-instruct,semiconductor manufacturing,0.237
Electromigration,"['Gate length', 'Doping concentration']",False,mixtral-8x7b-instruct,semiconductor manufacturing,0.246
Delamination,"['Current density', 'Temperature']",False,mixtral-8x7b-instruct,semiconductor manufacturing,0.174
Crystal defects,"['Gate length', 'Doping concentration']",False,mixtral-8x7b-instruct,semiconductor manufacturing,0.217
Thin film stress,"['Photolithography equipment condition', 'Wafer handling procedure']",False,mixtral-8x7b-instruct,semiconductor manufacturing,0.273
Electromigration,"['Thermal expansion coefficient', 'Package design']",False,mixtral-8x7b-instruct,semiconductor manufacturing,0.268
Yield loss,"['Thermal expansion coefficient', 'Package design']",False,mixtral-8x7b-instruct,semiconductor manufacturing,0.205
Etching profile distortion,"['Doping material', 'Doping method']",False,mixtral-8x7b-instruct,semiconductor manufacturing,0.162
Package cracking,"['Doping material', 'Doping method']",False,mixtral-8x7b-instruct,semiconductor manufacturing,0.189
Disk usage,"['Used disk space', 'Total disk space']",True,mixtral-8x7b-instruct,computer science,0.505
Software version,"['Major release', 'Minor release']",True,mixtral-8x7b-instruct,computer science,0.364
File compression,"['Original file size', 'Compressed file size']",True,mixtral-8x7b-instruct,computer science,0.445
Encryption strength,"['Algorithm complexity', 'Key length']",True,mixtral-8x7b-instruct,computer science,0.415
Network latency,"['Round-trip time', 'Packet loss']",True,mixtral-8x7b-instruct,computer science,0.498
API request,"['Endpoint', 'HTTP method']",True,mixtral-8x7b-instruct,computer science,0.383
Code quality,"['Code coverage', 'Code complexity']",True,mixtral-8x7b-instruct,computer science,0.486
GPU performance,"['Clock speed', 'Memory size']",True,mixtral-8x7b-instruct,computer science,0.327
Data transfer rate,"['Data volume', 'Transfer time']",True,mixtral-8x7b-instruct,computer science,0.556
Concurrent CPU and RAM usage,"['CPU usage', 'RAM usage']",True,mixtral-8x7b-instruct,computer science,0.585
Disk usage,"['Data volume', 'Transfer time']",False,mixtral-8x7b-instruct,computer science,0.361
Software version,"['Code coverage', 'Code complexity']",False,mixtral-8x7b-instruct,computer science,0.221
File compression,"['Used disk space', 'Total disk space']",False,mixtral-8x7b-instruct,computer science,0.217
Encryption strength,"['Round-trip time', 'Packet loss']",False,mixtral-8x7b-instruct,computer science,0.172
Network latency,"['Original file size', 'Compressed file size']",False,mixtral-8x7b-instruct,computer science,0.128
Disk usage,"['Major release', 'Minor release']",False,mixtral-8x7b-instruct,computer science,0.149
API request,"['Round-trip time', 'Packet loss']",False,mixtral-8x7b-instruct,computer science,0.216
Code quality,"['Endpoint', 'HTTP method']",False,mixtral-8x7b-instruct,computer science,0.181
Software version,"['Algorithm complexity', 'Key length']",False,mixtral-8x7b-instruct,computer science,0.146
Code quality,"['Round-trip time', 'Packet loss']",False,mixtral-8x7b-instruct,computer science,0.171
Food desert,"['Location', 'Access']",True,mixtral-8x7b-instruct,sociology,0.171
Gender wage gap,"['Gender', 'Income']",True,mixtral-8x7b-instruct,sociology,0.375
Climate change vulnerability,"['Geographic area', 'Climate impact']",True,mixtral-8x7b-instruct,sociology,0.456
Elderly population density,"['Age group', 'Population density']",True,mixtral-8x7b-instruct,sociology,0.574
Single mother households,"['Marital status', 'Household type']",True,mixtral-8x7b-instruct,sociology,0.333
Digital divide,"['Income group', 'Technology access']",True,mixtral-8x7b-instruct,sociology,0.385
Youth unemployment,"['Economic status', 'Age group']",True,mixtral-8x7b-instruct,sociology,0.326
Racial wealth gap,"['Race', 'Wealth']",True,mixtral-8x7b-instruct,sociology,0.515
Female literacy rate,"['Gender', 'Educational attainment']",True,mixtral-8x7b-instruct,sociology,0.322
Rural urban migration,"['Residence', 'Migration']",True,mixtral-8x7b-instruct,sociology,0.397
Food desert,"['Geographic area', 'Climate impact']",False,mixtral-8x7b-instruct,sociology,0.213
Gender wage gap,"['Economic status', 'Age group']",False,mixtral-8x7b-instruct,sociology,0.275
Elderly population density,"['Race', 'Wealth']",False,mixtral-8x7b-instruct,sociology,0.22
Single mother households,"['Economic status', 'Age group']",False,mixtral-8x7b-instruct,sociology,0.234
Digital divide,"['Location', 'Access']",False,mixtral-8x7b-instruct,sociology,0.176
Elderly population density,"['Income group', 'Technology access']",False,mixtral-8x7b-instruct,sociology,0.242
Single mother households,"['Race', 'Wealth']",False,mixtral-8x7b-instruct,sociology,0.21
Elderly population density,"['Marital status', 'Household type']",False,mixtral-8x7b-instruct,sociology,0.22
Youth unemployment,"['Gender', 'Educational attainment']",False,mixtral-8x7b-instruct,sociology,0.251
Youth unemployment,"['Gender', 'Income']",False,mixtral-8x7b-instruct,sociology,0.23
Creative thinking,"['Problem approach', 'Cognitive flexibility']",True,mixtral-8x7b-instruct,psychology,0.505
Imposter syndrome,"['Self-perception', 'Context']",True,mixtral-8x7b-instruct,psychology,0.345
Empathetic response,"['Emotion', 'Reaction type']",True,mixtral-8x7b-instruct,psychology,0.417
Competitive attitude,"['Motivation', 'Goal orientation']",True,mixtral-8x7b-instruct,psychology,0.357
Perfectionism,"['Striving for excellence', 'Reaction to mistakes']",True,mixtral-8x7b-instruct,psychology,0.395
Fear of public speaking,"['Fear level', 'Speaking context']",True,mixtral-8x7b-instruct,psychology,0.516
Growth mindset,"['Belief about abilities', 'Response to challenges']",True,mixtral-8x7b-instruct,psychology,0.462
Flow state,"['Concentration level', 'Challenge-skill balance']",True,mixtral-8x7b-instruct,psychology,0.345
Burnout,"['Emotional exhaustion', 'Work engagement']",True,mixtral-8x7b-instruct,psychology,0.47
Resilience,"['Adversity', 'Bounce-back ability']",True,mixtral-8x7b-instruct,psychology,0.589
Creative thinking,"['Adversity', 'Bounce-back ability']",False,mixtral-8x7b-instruct,psychology,0.239
Imposter syndrome,"['Emotional exhaustion', 'Work engagement']",False,mixtral-8x7b-instruct,psychology,0.232
Empathetic response,"['Problem approach', 'Cognitive flexibility']",False,mixtral-8x7b-instruct,psychology,0.255
Competitive attitude,"['Belief about abilities', 'Response to challenges']",False,mixtral-8x7b-instruct,psychology,0.351
Perfectionism,"['Self-perception', 'Context']",False,mixtral-8x7b-instruct,psychology,0.294
Fear of public speaking,"['Striving for excellence', 'Reaction to mistakes']",False,mixtral-8x7b-instruct,psychology,0.218
Imposter syndrome,"['Striving for excellence', 'Reaction to mistakes']",False,mixtral-8x7b-instruct,psychology,0.258
Creative thinking,"['Belief about abilities', 'Response to challenges']",False,mixtral-8x7b-instruct,psychology,0.282
Creative thinking,"['Emotion', 'Reaction type']",False,mixtral-8x7b-instruct,psychology,0.151
Creative thinking,"['Striving for excellence', 'Reaction to mistakes']",False,mixtral-8x7b-instruct,psychology,0.241
Share Buyback,"['Shareholder Returns', 'Company Financials']",True,mixtral-8x7b-instruct,finance,0.41
Acquisition of New Technology,"['Company Capabilities', 'Competitive Advantage']",True,mixtral-8x7b-instruct,finance,0.289
Stock Split Announcement,"['Market Sentiment', 'Company Financials']",True,mixtral-8x7b-instruct,finance,0.305
Merger Announcement,"['Market Capitalization', 'Competitive Landscape']",True,mixtral-8x7b-instruct,finance,0.304
Product Recall,"['Company Financials', 'Brand Reputation']",True,mixtral-8x7b-instruct,finance,0.247
Regulatory Fine,"['Company Financials', 'Regulatory Compliance']",True,mixtral-8x7b-instruct,finance,0.447
Interest Rate Hike,"['Borrowing Costs', 'Investment Returns']",True,mixtral-8x7b-instruct,finance,0.301
Earnings Beat,"['Market Sentiment', 'Company Financials']",True,mixtral-8x7b-instruct,finance,0.345
Dividend Declaration,"['Shareholder Returns', 'Company Financials']",True,mixtral-8x7b-instruct,finance,0.4
New Product Launch,"['Revenue Streams', 'Market Share']",True,mixtral-8x7b-instruct,finance,0.33
Share Buyback,"['Company Capabilities', 'Competitive Advantage']",False,mixtral-8x7b-instruct,finance,0.223
Stock Split Announcement,"['Market Capitalization', 'Competitive Landscape']",False,mixtral-8x7b-instruct,finance,0.279
Merger Announcement,"['Company Capabilities', 'Competitive Advantage']",False,mixtral-8x7b-instruct,finance,0.26
Product Recall,"['Company Financials', 'Regulatory Compliance']",False,mixtral-8x7b-instruct,finance,0.244
Share Buyback,"['Market Sentiment', 'Company Financials']",False,mixtral-8x7b-instruct,finance,0.274
Regulatory Fine,"['Market Sentiment', 'Company Financials']",False,mixtral-8x7b-instruct,finance,0.232
Interest Rate Hike,"['Revenue Streams', 'Market Share']",False,mixtral-8x7b-instruct,finance,0.209
Merger Announcement,"['Company Financials', 'Brand Reputation']",False,mixtral-8x7b-instruct,finance,0.278
Interest Rate Hike,"['Company Financials', 'Brand Reputation']",False,mixtral-8x7b-instruct,finance,0.167
Earnings Beat,"['Company Financials', 'Brand Reputation']",False,mixtral-8x7b-instruct,finance,0.301
Public-Private Partnerships and Urban Planning,"['Governance', 'Urban Planning']",True,mistral-7b-instruct,urban studies,0.492
Smart Cities and Public Safety,"['Technological Infrastructure', 'Public Safety']",True,mistral-7b-instruct,urban studies,0.506
Affordable Housing and Community Centers,"['Housing Market', 'Community Amenities']",True,mistral-7b-instruct,urban studies,0.472
Public-Private Transportation and Urban Planning,"['Transportation Infrastructure', 'Urban Planning']",True,mistral-7b-instruct,urban studies,0.571
Sustainable Agriculture and Urban Gardens,"['Agriculture', 'Urban Planning']",True,mistral-7b-instruct,urban studies,0.469
Smart Grid and Energy Efficiency,"['Energy Infrastructure', 'Building Design']",True,mistral-7b-instruct,urban studies,0.399
Green Spaces and Public Transportation,"['Environmental Sustainability', 'Transportation Infrastructure']",True,mistral-7b-instruct,urban studies,0.466
Urban Renewal Projects,"['Infrastructure Development', 'Housing Market', 'Economic Development']",True,mistral-7b-instruct,urban studies,0.361
Mixed-Use Developments,"['Land Use Planning', 'Transportation Infrastructure']",True,mistral-7b-instruct,urban studies,0.304
Walkable Neighborhoods and Public Art,"['Transportation Infrastructure', 'Community Amenities']",True,mistral-7b-instruct,urban studies,0.359
Public-Private Partnerships and Urban Planning,"['Infrastructure Development', 'Housing Market', 'Economic Development']",False,mistral-7b-instruct,urban studies,0.332
Smart Cities and Public Safety,"['Transportation Infrastructure', 'Community Amenities']",False,mistral-7b-instruct,urban studies,0.303
Public-Private Partnerships and Urban Planning,"['Agriculture', 'Urban Planning']",False,mistral-7b-instruct,urban studies,0.363
Affordable Housing and Community Centers,"['Agriculture', 'Urban Planning']",False,mistral-7b-instruct,urban studies,0.245
Public-Private Transportation and Urban Planning,"['Agriculture', 'Urban Planning']",False,mistral-7b-instruct,urban studies,0.356
Sustainable Agriculture and Urban Gardens,"['Housing Market', 'Community Amenities']",False,mistral-7b-instruct,urban studies,0.247
Sustainable Agriculture and Urban Gardens,"['Transportation Infrastructure', 'Community Amenities']",False,mistral-7b-instruct,urban studies,0.249
Smart Grid and Energy Efficiency,"['Governance', 'Urban Planning']",False,mistral-7b-instruct,urban studies,0.243
Sustainable Agriculture and Urban Gardens,"['Infrastructure Development', 'Housing Market', 'Economic Development']",False,mistral-7b-instruct,urban studies,0.247
Green Spaces and Public Transportation,"['Energy Infrastructure', 'Building Design']",False,mistral-7b-instruct,urban studies,0.282
Energy and work,"['Energy', 'Work']",True,mistral-7b-instruct,physics,0.672
Frequency and wavelength of a wave,"['Frequency', 'Wavelength']",True,mistral-7b-instruct,physics,0.597
Electromagnetic field intensity and magnetic flux density,"['Electromagnetic field', 'Magnetic flux density']",True,mistral-7b-instruct,physics,0.624
Potential energy and gravitational force,"['Potential energy', 'Gravitational force']",True,mistral-7b-instruct,physics,0.672
Magnetic field and electric current,"['Magnetic field', 'Electric current']",True,mistral-7b-instruct,physics,0.641
Angular momentum and torque,"['Angular momentum', 'Torque']",True,mistral-7b-instruct,physics,0.677
Velocity and acceleration of an object,"['Velocity', 'Acceleration']",True,mistral-7b-instruct,physics,0.582
Electric charge and electric field,"['Electric charge', 'Electric field']",True,mistral-7b-instruct,physics,0.632
Temperature and pressure in a gas,"['Temperature', 'Pressure']",True,mistral-7b-instruct,physics,0.48
Frequency and energy of a quantum particle,"['Frequency', 'Energy']",True,mistral-7b-instruct,physics,0.481
Frequency and wavelength of a wave,"['Frequency', 'Energy']",False,mistral-7b-instruct,physics,0.439
Electromagnetic field intensity and magnetic flux density,"['Frequency', 'Wavelength']",False,mistral-7b-instruct,physics,0.284
Electromagnetic field intensity and magnetic flux density,"['Potential energy', 'Gravitational force']",False,mistral-7b-instruct,physics,0.29
Potential energy and gravitational force,"['Electromagnetic field', 'Magnetic flux density']",False,mistral-7b-instruct,physics,0.273
Angular momentum and torque,"['Frequency', 'Energy']",False,mistral-7b-instruct,physics,0.244
Velocity and acceleration of an object,"['Frequency', 'Energy']",False,mistral-7b-instruct,physics,0.233
Electromagnetic field intensity and magnetic flux density,"['Temperature', 'Pressure']",False,mistral-7b-instruct,physics,0.235
Electric charge and electric field,"['Magnetic field', 'Electric current']",False,mistral-7b-instruct,physics,0.435
Potential energy and gravitational force,"['Temperature', 'Pressure']",False,mistral-7b-instruct,physics,0.199
Velocity and acceleration of an object,"['Frequency', 'Wavelength']",False,mistral-7b-instruct,physics,0.226
Physical inactivity and osteoporosis,"['Physical activity level', 'Risk of osteoporosis']",True,mistral-7b-instruct,health,0.6
Environmental pollution and cardiovascular disease,"['Exposure to environmental pollutants', 'Risk of cardiovascular disease']",True,mistral-7b-instruct,health,0.629
Processed food intake and inflammation,"['Consumption of processed foods', 'Inflammation']",True,mistral-7b-instruct,health,0.67
Alcohol consumption and liver disease,"['Alcohol consumption', 'Liver disease']",True,mistral-7b-instruct,health,0.668
Sedentary lifestyle and mental health,"['Sedentary behavior', 'Mental health']",True,mistral-7b-instruct,health,0.711
Genetic predisposition to diabetes and obesity,"['Genetic factors influencing the risk of developing diabetes', 'Genetic factors influencing the risk of developing obesity']",True,mistral-7b-instruct,health,0.62
Poor hygiene and skin infections,"['Personal hygiene', 'Risk of skin infections']",True,mistral-7b-instruct,health,0.642
Stress and gastrointestinal issues,"['Level of stress', 'Gastrointestinal issues']",True,mistral-7b-instruct,health,0.678
Smoking and respiratory issues,"['Smoking behavior', 'Respiratory issues']",True,mistral-7b-instruct,health,0.657
Poor sleep quality and immune system function,"['Quality of sleep', 'Immune system function']",True,mistral-7b-instruct,health,0.738
Physical inactivity and osteoporosis,"['Genetic factors influencing the risk of developing diabetes', 'Genetic factors influencing the risk of developing obesity']",False,mistral-7b-instruct,health,0.189
Environmental pollution and cardiovascular disease,"['Physical activity level', 'Risk of osteoporosis']",False,mistral-7b-instruct,health,0.215
Processed food intake and inflammation,"['Smoking behavior', 'Respiratory issues']",False,mistral-7b-instruct,health,0.226
Alcohol consumption and liver disease,"['Level of stress', 'Gastrointestinal issues']",False,mistral-7b-instruct,health,0.227
Sedentary lifestyle and mental health,"['Alcohol consumption', 'Liver disease']",False,mistral-7b-instruct,health,0.219
Physical inactivity and osteoporosis,"['Alcohol consumption', 'Liver disease']",False,mistral-7b-instruct,health,0.19
Environmental pollution and cardiovascular disease,"['Quality of sleep', 'Immune system function']",False,mistral-7b-instruct,health,0.237
Sedentary lifestyle and mental health,"['Genetic factors influencing the risk of developing diabetes', 'Genetic factors influencing the risk of developing obesity']",False,mistral-7b-instruct,health,0.231
Genetic predisposition to diabetes and obesity,"['Consumption of processed foods', 'Inflammation']",False,mistral-7b-instruct,health,0.249
Alcohol consumption and liver disease,"['Physical activity level', 'Risk of osteoporosis']",False,mistral-7b-instruct,health,0.249
Electromagnetic interference during testing,"['Electromagnetic compatibility during semiconductor testing', 'Semiconductor device design']",True,mistral-7b-instruct,semiconductor manufacturing,0.512
Mechanical stress during handling,"['Handling procedures for semiconductor devices', 'Semiconductor device design']",True,mistral-7b-instruct,semiconductor manufacturing,0.3
Contamination from manufacturing equipment,"['Cleanliness of semiconductor manufacturing environment', 'Material compatibility during semiconductor manufacturing']",True,mistral-7b-instruct,semiconductor manufacturing,0.521
Vibration during manufacturing,"['Manufacturing conditions for semiconductor devices', 'Semiconductor device design']",True,mistral-7b-instruct,semiconductor manufacturing,0.326
Particle contamination during packaging,"['Cleanliness of semiconductor packaging process', 'Semiconductor device design']",True,mistral-7b-instruct,semiconductor manufacturing,0.413
Power supply instability during operation,"['Power supply stability during semiconductor operation', 'Semiconductor device design']",True,mistral-7b-instruct,semiconductor manufacturing,0.515
Humidity exposure during storage,"['Storage conditions for semiconductor devices', 'Semiconductor device design']",True,mistral-7b-instruct,semiconductor manufacturing,0.359
Radiation exposure during transportation,"['Transportation conditions for semiconductor devices', 'Semiconductor device design']",True,mistral-7b-instruct,semiconductor manufacturing,0.3
Corrosive chemicals during cleaning,"['Cleaning procedures for semiconductor devices', 'Semiconductor device design']",True,mistral-7b-instruct,semiconductor manufacturing,0.351
Temperature excursion during processing,"['Temperature control during semiconductor manufacturing', 'Temperature sensitivity of semiconductor materials']",True,mistral-7b-instruct,semiconductor manufacturing,0.475
Electromagnetic interference during testing,"['Power supply stability during semiconductor operation', 'Semiconductor device design']",False,mistral-7b-instruct,semiconductor manufacturing,0.3
Mechanical stress during handling,"['Cleaning procedures for semiconductor devices', 'Semiconductor device design']",False,mistral-7b-instruct,semiconductor manufacturing,0.22
Contamination from manufacturing equipment,"['Transportation conditions for semiconductor devices', 'Semiconductor device design']",False,mistral-7b-instruct,semiconductor manufacturing,0.271
Mechanical stress during handling,"['Temperature control during semiconductor manufacturing', 'Temperature sensitivity of semiconductor materials']",False,mistral-7b-instruct,semiconductor manufacturing,0.292
Electromagnetic interference during testing,"['Manufacturing conditions for semiconductor devices', 'Semiconductor device design']",False,mistral-7b-instruct,semiconductor manufacturing,0.204
Vibration during manufacturing,"['Handling procedures for semiconductor devices', 'Semiconductor device design']",False,mistral-7b-instruct,semiconductor manufacturing,0.23
Electromagnetic interference during testing,"['Transportation conditions for semiconductor devices', 'Semiconductor device design']",False,mistral-7b-instruct,semiconductor manufacturing,0.215
Particle contamination during packaging,"['Cleaning procedures for semiconductor devices', 'Semiconductor device design']",False,mistral-7b-instruct,semiconductor manufacturing,0.273
Power supply instability during operation,"['Transportation conditions for semiconductor devices', 'Semiconductor device design']",False,mistral-7b-instruct,semiconductor manufacturing,0.206
Power supply instability during operation,"['Cleanliness of semiconductor packaging process', 'Semiconductor device design']",False,mistral-7b-instruct,semiconductor manufacturing,0.209
SQL injection attack in web application,"['Web Application Security', 'Database Management']",True,mistral-7b-instruct,computer science,0.471
Man-in-the-middle attack on encrypted communication,"['Encrypted Communication', 'Network Security']",True,mistral-7b-instruct,computer science,0.45
Race condition in real-time system,"['Real-time Systems', 'Concurrency']",True,mistral-7b-instruct,computer science,0.546
Buffer overflow in network protocol implementation,"['Network Protocols', 'Memory Management']",True,mistral-7b-instruct,computer science,0.349
Denial of Service attack on web server,"['Web Servers', 'Network Security']",True,mistral-7b-instruct,computer science,0.372
Time of Check to Time of Use vulnerability in operating system,"['Operating Systems', 'Security']",True,mistral-7b-instruct,computer science,0.356
Deadlock in database management system,"['Database Management Systems', 'Concurrency']",True,mistral-7b-instruct,computer science,0.504
Heartbleed bug in SSL/TLS encryption,"['SSL/TLS Encryption', 'Network Security']",True,mistral-7b-instruct,computer science,0.427
Cross-site scripting vulnerability in web application,"['Web Application Security', 'Web Development']",True,mistral-7b-instruct,computer science,0.466
Memory leak in multithreaded environment,"['Memory Management', 'Concurrency']",True,mistral-7b-instruct,computer science,0.424
SQL injection attack in web application,"['Network Protocols', 'Memory Management']",False,mistral-7b-instruct,computer science,0.108
Man-in-the-middle attack on encrypted communication,"['Web Application Security', 'Database Management']",False,mistral-7b-instruct,computer science,0.14
Race condition in real-time system,"['Web Application Security', 'Web Development']",False,mistral-7b-instruct,computer science,0.107
SQL injection attack in web application,"['Web Application Security', 'Web Development']",False,mistral-7b-instruct,computer science,0.464
SQL injection attack in web application,"['Operating Systems', 'Security']",False,mistral-7b-instruct,computer science,0.226
Buffer overflow in network protocol implementation,"['Memory Management', 'Concurrency']",False,mistral-7b-instruct,computer science,0.222
Time of Check to Time of Use vulnerability in operating system,"['Real-time Systems', 'Concurrency']",False,mistral-7b-instruct,computer science,0.298
Time of Check to Time of Use vulnerability in operating system,"['Network Protocols', 'Memory Management']",False,mistral-7b-instruct,computer science,0.244
Race condition in real-time system,"['Web Servers', 'Network Security']",False,mistral-7b-instruct,computer science,0.119
Deadlock in database management system,"['Web Application Security', 'Web Development']",False,mistral-7b-instruct,computer science,0.112
Migration and Ethnic Integration,"['Migration Patterns', 'Ethnic Relations']",True,mistral-7b-instruct,sociology,0.659
Political Instability and Ethnic Tensions,"['Political Climate', 'Ethnic Relations']",True,mistral-7b-instruct,sociology,0.553
Education and Social Mobility,"['Educational Attainment', 'Social Status']",True,mistral-7b-instruct,sociology,0.503
Technological Advancement and Job Displacement,"['Technological Progress', 'Employment Situation']",True,mistral-7b-instruct,sociology,0.531
Aging Population and Healthcare Burden,"['Population Demographics', 'Healthcare System']",True,mistral-7b-instruct,sociology,0.503
Globalization and Cultural Homogenization,"['Global Economic System', 'Cultural Diversity']",True,mistral-7b-instruct,sociology,0.445
Economic Depression and Social Unrest,"['Economic Conditions', 'Social Conditions']",True,mistral-7b-instruct,sociology,0.455
Gender Role Conflict and Family Dysfunction,"['Gender Roles', 'Family Structure']",True,mistral-7b-instruct,sociology,0.552
Media Consumption and Social Isolation,"['Media Usage', 'Social Interaction']",True,mistral-7b-instruct,sociology,0.457
Urbanization and Environmental Degradation,"['Urban Development', 'Environmental Quality']",True,mistral-7b-instruct,sociology,0.503
Migration and Ethnic Integration,"['Technological Progress', 'Employment Situation']",False,mistral-7b-instruct,sociology,0.223
Education and Social Mobility,"['Urban Development', 'Environmental Quality']",False,mistral-7b-instruct,sociology,0.232
Technological Advancement and Job Displacement,"['Population Demographics', 'Healthcare System']",False,mistral-7b-instruct,sociology,0.152
Aging Population and Healthcare Burden,"['Media Usage', 'Social Interaction']",False,mistral-7b-instruct,sociology,0.169
Migration and Ethnic Integration,"['Global Economic System', 'Cultural Diversity']",False,mistral-7b-instruct,sociology,0.324
Political Instability and Ethnic Tensions,"['Media Usage', 'Social Interaction']",False,mistral-7b-instruct,sociology,0.166
